return_id,order_id,user_id,return_date,return_reason,refund_amount,days_to_return
RET0002863,ORD0011374,USR01539,2025-11-19,Damaged,8121.46,5
RET0002864,ORD0011380,USR01539,2026-03-27,Damaged,7408.08,3
RET0002865,ORD0011381,USR01539,2025-10-07,Damaged,4542.76,6
RET0002866,ORD0011395,USR01541,2025-11-20,Changed mind,7400.37,1
RET0002867,ORD0011399,USR01542,2026-03-23,Damaged,2910.26,6
RET0002868,ORD0011400,USR01542,2025-11-18,Changed mind,7589.5,6
RET0002869,ORD0011413,USR01543,2026-01-13,Wrong item,4132.5,4
RET0002870,ORD0011417,USR01544,2026-01-24,Changed mind,5204.84,4
RET0002871,ORD0011419,USR01544,2025-12-08,Changed mind,7349.37,7
RET0002872,ORD0011421,USR01545,2025-11-26,Changed mind,8650.67,5
RET0002873,ORD0011422,USR01545,2025-12-08,Wrong item,5741.62,4
RET0002874,ORD0011425,USR01545,2025-11-24,Wrong item,4711.28,6
RET0002875,ORD0011426,USR01545,2026-03-13,Wrong item,8362.03,6
RET0002876,ORD0011433,USR01546,2025-10-09,Changed mind,7364.15,2
RET0002877,ORD0011447,USR01547,2026-03-26,Changed mind,4368.52,3
RET0002878,ORD0011449,USR01547,2025-11-28,Wrong item,5125.34,9
RET0002879,ORD0011450,USR01547,2026-01-23,Wrong item,8226.92,6
RET0002880,ORD0011452,USR01548,2025-10-04,Damaged,858.21,4
RET0002881,ORD0011454,USR01548,2026-01-10,Changed mind,2370.42,3
RET0002882,ORD0011455,USR01548,2026-01-14,Wrong item,2842.2,2
RET0002883,ORD0011456,USR01548,2025-12-05,Damaged,5087.04,1
RET0002884,ORD0011457,USR01548,2026-02-27,Changed mind,114.33,5
RET0002885,ORD0011459,USR01548,2026-01-21,Wrong item,7847.98,4
RET0002886,ORD0011464,USR01548,2025-11-17,Changed mind,8170.7,7
RET0002887,ORD0011471,USR01549,2025-12-10,Changed mind,9860.45,2
RET0002888,ORD0011474,USR01550,2026-03-20,Wrong item,2851.48,5
RET0002889,ORD0011479,USR01551,2026-01-13,Changed mind,3436.48,1
RET0002890,ORD0011481,USR01551,2025-12-05,Changed mind,8236.83,9
RET0002891,ORD0011487,USR01553,2025-11-17,Damaged,7035.74,8
RET0002892,ORD0011505,USR01554,2025-10-12,Changed mind,2476.95,1
RET0002893,ORD0011506,USR01554,2025-10-19,Wrong item,218.43,3
RET0002894,ORD0011516,USR01555,2026-02-22,Changed mind,2160.57,4
RET0002895,ORD0011521,USR01555,2026-03-02,Damaged,3869.14,8
RET0002896,ORD0011523,USR01556,2025-11-26,Changed mind,7242.71,5
RET0002897,ORD0011538,USR01558,2026-03-14,Changed mind,8282.36,4
RET0002898,ORD0011539,USR01558,2026-03-20,Damaged,1749.74,6
RET0002899,ORD0011542,USR01558,2026-03-17,Changed mind,2228.03,9
RET0002900,ORD0011548,USR01559,2025-11-26,Wrong item,5573.02,7
RET0002901,ORD0011550,USR01560,2025-11-02,Wrong item,610.0,6
RET0002902,ORD0011551,USR01560,2026-02-24,Wrong item,4158.3,6
RET0002903,ORD0011554,USR01562,2026-02-26,Changed mind,5558.49,8
RET0002904,ORD0011561,USR01562,2025-11-25,Wrong item,4507.48,1
RET0002905,ORD0011565,USR01563,2025-10-30,Damaged,8483.45,8
RET0002906,ORD0011569,USR01563,2026-01-16,Damaged,6093.98,3
RET0002907,ORD0011571,USR01563,2026-02-19,Wrong item,1645.44,3
RET0002908,ORD0011575,USR01564,2026-03-01,Damaged,2866.78,9
RET0002909,ORD0011579,USR01564,2026-03-01,Wrong item,5175.35,4
RET0002910,ORD0011589,USR01565,2026-01-25,Wrong item,3752.81,6
RET0002911,ORD0011595,USR01565,2025-10-28,Changed mind,8611.82,8
RET0002912,ORD0011596,USR01565,2025-10-17,Wrong item,6236.64,2
RET0002913,ORD0011600,USR01567,2025-10-12,Wrong item,2160.04,7
RET0002914,ORD0011605,USR01567,2026-01-17,Wrong item,6367.88,7
RET0002915,ORD0011609,USR01567,2025-11-30,Changed mind,5605.13,5
RET0002916,ORD0011611,USR01567,2026-02-23,Changed mind,9183.88,5
RET0002917,ORD0011614,USR01568,2025-12-10,Damaged,3832.52,4
RET0002918,ORD0011622,USR01569,2025-11-25,Wrong item,6046.38,7
RET0002919,ORD0011633,USR01571,2026-02-16,Wrong item,6721.16,7
RET0002920,ORD0011639,USR01571,2026-03-07,Changed mind,1928.51,8
RET0002921,ORD0011644,USR01571,2026-03-04,Changed mind,1850.96,4
RET0002922,ORD0011650,USR01572,2026-03-06,Damaged,7296.13,1
RET0002923,ORD0011653,USR01573,2025-12-25,Damaged,4961.37,3
RET0002924,ORD0011660,USR01574,2026-03-29,Changed mind,209.36,3
RET0002925,ORD0011666,USR01575,2026-02-04,Changed mind,6708.98,1
RET0002926,ORD0011667,USR01575,2026-01-02,Damaged,9344.8,9
RET0002927,ORD0011676,USR01576,2025-12-14,Changed mind,4309.12,4
RET0002928,ORD0011678,USR01578,2026-01-02,Damaged,6279.21,3
RET0002929,ORD0011679,USR01578,2025-10-09,Wrong item,489.68,3
RET0002930,ORD0011683,USR01578,2025-12-20,Wrong item,2499.53,9
RET0002931,ORD0011687,USR01580,2025-11-06,Wrong item,3303.77,5
RET0002932,ORD0011690,USR01580,2026-02-11,Wrong item,588.61,2
RET0002933,ORD0011691,USR01580,2025-10-29,Wrong item,5323.36,3
RET0002934,ORD0011701,USR01582,2025-11-03,Wrong item,2132.02,6
RET0002935,ORD0011702,USR01582,2025-11-20,Changed mind,3358.18,7
RET0002936,ORD0011704,USR01582,2025-12-02,Wrong item,2896.81,2
RET0002937,ORD0011709,USR01583,2025-10-30,Wrong item,4002.28,1
RET0002938,ORD0011712,USR01583,2026-01-19,Wrong item,1792.3,7
RET0002939,ORD0011715,USR01583,2026-03-16,Wrong item,7440.06,2
RET0002940,ORD0011720,USR01584,2025-12-16,Changed mind,7087.69,5
RET0002941,ORD0011724,USR01585,2026-02-08,Damaged,8582.46,9
RET0002942,ORD0011726,USR01585,2025-11-13,Wrong item,3123.15,3
RET0002943,ORD0011727,USR01585,2025-10-30,Wrong item,1001.57,1
RET0002944,ORD0011736,USR01586,2025-10-23,Changed mind,8104.46,8
RET0002945,ORD0011737,USR01586,2025-12-12,Damaged,6107.63,2
RET0002946,ORD0011738,USR01586,2025-10-18,Damaged,2668.8,8
RET0002947,ORD0011741,USR01586,2025-10-21,Damaged,6698.14,8
RET0002948,ORD0011742,USR01586,2026-03-03,Changed mind,8904.94,7
RET0002949,ORD0011744,USR01586,2025-11-10,Wrong item,5481.25,3
RET0002950,ORD0011746,USR01586,2025-12-05,Damaged,3345.23,5
RET0002951,ORD0011753,USR01587,2025-11-21,Wrong item,8420.07,5
RET0002952,ORD0011754,USR01587,2026-02-08,Changed mind,4203.08,9
RET0002953,ORD0011755,USR01587,2025-10-08,Changed mind,651.1,4
RET0002954,ORD0011776,USR01591,2025-12-22,Damaged,3439.67,1
RET0002955,ORD0011780,USR01591,2025-12-28,Wrong item,9249.61,5
RET0002956,ORD0011781,USR01591,2025-12-17,Changed mind,9029.12,4
RET0002957,ORD0011789,USR01592,2025-12-04,Wrong item,7592.81,4
RET0002958,ORD0011790,USR01593,2025-12-15,Changed mind,2253.56,5
RET0002959,ORD0011792,USR01593,2026-03-28,Damaged,6031.73,5
RET0002960,ORD0011794,USR01593,2025-12-28,Damaged,8842.37,8
RET0002961,ORD0011799,USR01593,2026-03-05,Wrong item,9549.98,9
RET0002962,ORD0011805,USR01594,2025-10-31,Damaged,1198.26,6
RET0002963,ORD0011807,USR01594,2026-04-02,Changed mind,5695.58,7
RET0002964,ORD0011819,USR01595,2025-12-15,Wrong item,4577.4,5
RET0002965,ORD0011822,USR01595,2026-03-08,Wrong item,5741.63,6
RET0002966,ORD0011825,USR01595,2026-02-10,Wrong item,690.26,9
RET0002967,ORD0011826,USR01595,2026-01-26,Changed mind,2814.47,3
RET0002968,ORD0011827,USR01595,2026-03-28,Wrong item,3159.65,6
RET0002969,ORD0011830,USR01596,2025-10-07,Changed mind,9214.97,3
RET0002970,ORD0011835,USR01596,2025-11-30,Wrong item,3891.81,9
RET0002971,ORD0011839,USR01597,2026-03-24,Changed mind,8942.2,6
RET0002972,ORD0011841,USR01598,2025-12-29,Changed mind,7340.62,7
RET0002973,ORD0011842,USR01598,2026-01-16,Changed mind,8625.54,5
RET0002974,ORD0011843,USR01598,2026-03-24,Wrong item,1919.21,1
RET0002975,ORD0011845,USR01598,2025-11-17,Wrong item,5052.23,3
RET0002976,ORD0011846,USR01598,2026-01-06,Wrong item,3991.42,2
RET0002977,ORD0011847,USR01598,2026-03-25,Changed mind,6933.57,2
RET0002978,ORD0011851,USR01598,2025-10-10,Damaged,9204.65,5
RET0002979,ORD0011853,USR01598,2026-02-28,Wrong item,2595.36,2
RET0002980,ORD0011854,USR01599,2026-02-24,Wrong item,8997.72,3
RET0002981,ORD0011855,USR01599,2025-11-14,Damaged,5114.98,5
RET0002982,ORD0011856,USR01599,2026-02-04,Damaged,6507.34,6
RET0002983,ORD0011857,USR01599,2026-03-02,Changed mind,3307.27,2
RET0002984,ORD0011865,USR01600,2026-02-19,Changed mind,983.63,4
RET0002985,ORD0011866,USR01600,2026-01-10,Wrong item,2724.04,4
RET0002986,ORD0011870,USR01601,2026-02-28,Wrong item,273.08,2
RET0002987,ORD0011873,USR01601,2025-10-27,Changed mind,6190.38,9
RET0002988,ORD0011876,USR01602,2026-02-01,Wrong item,379.04,7
RET0002989,ORD0011880,USR01602,2026-01-25,Damaged,6110.11,1
RET0002990,ORD0011886,USR01603,2026-01-07,Damaged,3044.24,6
RET0002991,ORD0011897,USR01604,2025-10-18,Wrong item,5076.85,8
RET0002992,ORD0011900,USR01604,2025-11-14,Wrong item,3135.98,3
RET0002993,ORD0011901,USR01604,2025-12-21,Changed mind,4446.28,8
RET0002994,ORD0011905,USR01605,2025-11-06,Damaged,8543.84,7
RET0002995,ORD0011909,USR01605,2026-02-15,Wrong item,6741.55,5
RET0002996,ORD0011910,USR01605,2026-02-25,Damaged,3916.29,1
RET0002997,ORD0011912,USR01606,2026-02-02,Damaged,2624.42,1
RET0002998,ORD0011924,USR01607,2025-12-21,Wrong item,9906.6,5
RET0002999,ORD0011933,USR01608,2025-12-08,Wrong item,9989.14,6
RET0003000,ORD0011936,USR01608,2026-02-02,Wrong item,529.3,1
RET0003001,ORD0011937,USR01609,2026-03-20,Wrong item,5373.76,4
RET0003002,ORD0011948,USR01610,2026-03-16,Changed mind,2185.35,5
RET0003003,ORD0011950,USR01610,2025-10-06,Changed mind,1475.69,4
RET0003004,ORD0011957,USR01612,2025-11-03,Damaged,3123.39,2
RET0003005,ORD0011960,USR01613,2026-01-24,Wrong item,7120.41,3
RET0003006,ORD0011971,USR01615,2025-11-19,Wrong item,3668.12,3
RET0003007,ORD0011972,USR01615,2025-11-12,Damaged,199.0,8
RET0003008,ORD0011979,USR01615,2025-10-18,Damaged,445.64,7
RET0003009,ORD0011982,USR01616,2025-11-25,Damaged,7168.86,2
RET0003010,ORD0011983,USR01617,2025-12-20,Wrong item,5836.92,6
RET0003011,ORD0011986,USR01618,2025-12-16,Damaged,9590.19,5
RET0003012,ORD0011990,USR01619,2026-01-21,Changed mind,3479.76,4
RET0003013,ORD0011996,USR01619,2025-12-17,Wrong item,4228.7,4
RET0003014,ORD0012001,USR01620,2025-10-17,Wrong item,6823.46,9
RET0003015,ORD0012003,USR01620,2025-12-10,Wrong item,9245.98,1
RET0003016,ORD0012005,USR01620,2026-03-31,Damaged,6999.74,7
RET0003017,ORD0012006,USR01620,2025-11-29,Damaged,6410.92,1
RET0003018,ORD0012008,USR01621,2025-12-06,Wrong item,8951.7,5
RET0003019,ORD0012016,USR01623,2026-01-19,Wrong item,9535.61,4
RET0003020,ORD0012021,USR01623,2025-10-19,Damaged,4144.78,2
RET0003021,ORD0012023,USR01623,2026-02-21,Changed mind,5396.1,5
RET0003022,ORD0012025,USR01624,2026-01-24,Changed mind,4604.24,1
RET0003023,ORD0012031,USR01624,2026-03-06,Damaged,5510.09,1
RET0003024,ORD0012032,USR01624,2026-02-09,Wrong item,4907.79,6
RET0003025,ORD0012039,USR01625,2026-01-20,Damaged,776.87,6
RET0003026,ORD0012046,USR01627,2026-01-26,Wrong item,485.58,5
RET0003027,ORD0012051,USR01627,2026-01-26,Changed mind,7807.88,9
RET0003028,ORD0012055,USR01628,2025-10-19,Damaged,9633.56,5
RET0003029,ORD0012057,USR01628,2026-01-02,Damaged,9984.01,5
RET0003030,ORD0012073,USR01630,2026-03-01,Wrong item,7381.3,3
RET0003031,ORD0012074,USR01630,2026-03-17,Wrong item,4713.01,9
RET0003032,ORD0012076,USR01630,2025-10-07,Wrong item,6071.1,5
RET0003033,ORD0012084,USR01631,2026-03-20,Wrong item,751.65,3
RET0003034,ORD0012090,USR01631,2026-01-20,Changed mind,264.68,3
RET0003035,ORD0012094,USR01633,2025-10-07,Damaged,9616.08,2
RET0003036,ORD0012097,USR01634,2025-10-17,Wrong item,2319.39,5
RET0003037,ORD0012098,USR01634,2026-01-17,Wrong item,8336.58,3
RET0003038,ORD0012099,USR01634,2025-12-29,Wrong item,9586.05,3
RET0003039,ORD0012100,USR01634,2025-12-28,Changed mind,9525.04,9
RET0003040,ORD0012109,USR01635,2025-10-29,Wrong item,8425.39,9
RET0003041,ORD0012111,USR01635,2025-12-10,Wrong item,6817.2,4
RET0003042,ORD0012114,USR01636,2026-03-06,Wrong item,5122.47,2
RET0003043,ORD0012116,USR01636,2025-12-04,Damaged,1652.14,7
RET0003044,ORD0012119,USR01636,2025-10-26,Damaged,9649.27,3
RET0003045,ORD0012120,USR01636,2026-02-01,Wrong item,8773.83,3
RET0003046,ORD0012123,USR01637,2026-01-14,Changed mind,2021.63,7
RET0003047,ORD0012129,USR01637,2025-10-16,Changed mind,3113.21,2
RET0003048,ORD0012130,USR01637,2026-03-04,Damaged,5535.62,5
RET0003049,ORD0012135,USR01638,2026-01-15,Damaged,7081.24,3
RET0003050,ORD0012137,USR01638,2026-03-31,Wrong item,9633.28,5
RET0003051,ORD0012143,USR01639,2026-02-15,Changed mind,6278.97,9
RET0003052,ORD0012144,USR01639,2025-11-23,Wrong item,4083.92,3
RET0003053,ORD0012151,USR01639,2025-12-23,Changed mind,8931.03,8
RET0003054,ORD0012153,USR01640,2025-10-12,Wrong item,8067.77,2
RET0003055,ORD0012155,USR01640,2026-03-10,Wrong item,7822.26,7
RET0003056,ORD0012156,USR01640,2026-03-13,Changed mind,4862.52,9
RET0003057,ORD0012158,USR01641,2025-11-21,Damaged,4046.73,7
RET0003058,ORD0012159,USR01641,2026-02-24,Changed mind,3333.68,4
RET0003059,ORD0012160,USR01641,2025-10-13,Changed mind,5029.59,9
RET0003060,ORD0012165,USR01641,2025-10-03,Wrong item,8452.09,3
RET0003061,ORD0012166,USR01641,2025-10-20,Damaged,4179.91,9
RET0003062,ORD0012183,USR01644,2025-12-11,Wrong item,9368.72,8
RET0003063,ORD0012184,USR01644,2025-11-20,Changed mind,1129.68,8
RET0003064,ORD0012189,USR01644,2025-11-13,Changed mind,2721.37,9
RET0003065,ORD0012194,USR01645,2026-01-30,Damaged,3357.71,7
RET0003066,ORD0012195,USR01645,2026-01-07,Damaged,1597.28,3
RET0003067,ORD0012197,USR01645,2025-11-29,Changed mind,262.43,3
RET0003068,ORD0012199,USR01646,2025-10-18,Wrong item,6967.13,7
RET0003069,ORD0012201,USR01646,2025-11-04,Changed mind,7118.61,4
RET0003070,ORD0012207,USR01647,2026-01-31,Damaged,8725.05,6
RET0003071,ORD0012214,USR01647,2026-03-23,Wrong item,2471.92,2
RET0003072,ORD0012216,USR01647,2025-12-25,Damaged,4527.68,6
RET0003073,ORD0012219,USR01648,2025-11-03,Damaged,1152.08,4
RET0003074,ORD0012223,USR01649,2025-11-30,Wrong item,3426.46,3
RET0003075,ORD0012225,USR01649,2026-02-26,Damaged,7741.44,3
RET0003076,ORD0012228,USR01650,2025-10-24,Wrong item,8957.19,1
RET0003077,ORD0012235,USR01651,2026-03-06,Wrong item,7667.81,3
RET0003078,ORD0012243,USR01652,2026-02-16,Changed mind,1210.36,4
RET0003079,ORD0012253,USR01654,2026-03-23,Wrong item,7410.98,3
RET0003080,ORD0012254,USR01654,2025-12-05,Changed mind,1269.11,1
RET0003081,ORD0012255,USR01654,2026-03-07,Wrong item,718.39,9
RET0003082,ORD0012259,USR01654,2025-10-23,Damaged,4363.65,9
RET0003083,ORD0012264,USR01655,2025-12-30,Damaged,3450.35,8
RET0003084,ORD0012273,USR01656,2025-11-28,Changed mind,1301.89,2
RET0003085,ORD0012274,USR01656,2026-01-23,Changed mind,7155.37,5
RET0003086,ORD0012279,USR01656,2026-02-02,Changed mind,3505.7,7
RET0003087,ORD0012280,USR01656,2026-01-14,Wrong item,9975.96,5
RET0003088,ORD0012285,USR01656,2026-03-07,Changed mind,7828.43,1
RET0003089,ORD0012286,USR01656,2026-02-12,Damaged,4274.37,8
RET0003090,ORD0012290,USR01657,2025-11-15,Damaged,3020.33,9
RET0003091,ORD0012291,USR01657,2025-11-15,Wrong item,5255.66,8
RET0003092,ORD0012302,USR01658,2026-02-04,Changed mind,9478.94,9
RET0003093,ORD0012306,USR01659,2025-12-12,Wrong item,3981.92,2
RET0003094,ORD0012308,USR01659,2025-10-13,Damaged,8512.99,1
RET0003095,ORD0012309,USR01660,2026-02-01,Changed mind,1188.31,3
RET0003096,ORD0012310,USR01660,2026-01-19,Changed mind,1427.74,4
RET0003097,ORD0012313,USR01660,2025-11-19,Damaged,1485.8,2
RET0003098,ORD0012318,USR01661,2026-01-31,Damaged,2405.66,5
RET0003099,ORD0012324,USR01661,2026-01-27,Changed mind,3330.32,6
RET0003100,ORD0012325,USR01661,2025-10-07,Changed mind,3456.79,4
RET0003101,ORD0012328,USR01662,2025-12-10,Wrong item,4487.21,8
RET0003102,ORD0012329,USR01662,2026-01-31,Damaged,480.51,1
RET0003103,ORD0012333,USR01662,2025-10-31,Changed mind,7303.88,7
RET0003104,ORD0012335,USR01662,2025-12-18,Changed mind,5727.01,4
RET0003105,ORD0012338,USR01662,2025-11-22,Changed mind,4027.75,5
RET0003106,ORD0012346,USR01664,2026-03-08,Changed mind,8517.62,5
RET0003107,ORD0012348,USR01664,2025-11-20,Changed mind,2348.76,9
RET0003108,ORD0012355,USR01664,2026-03-14,Wrong item,6608.76,5
RET0003109,ORD0012357,USR01665,2026-03-07,Changed mind,9465.83,9
RET0003110,ORD0012358,USR01665,2025-11-12,Changed mind,5999.88,2
RET0003111,ORD0012363,USR01665,2026-04-01,Damaged,142.32,9
RET0003112,ORD0012369,USR01666,2026-02-10,Damaged,6708.18,7
RET0003113,ORD0012371,USR01666,2026-02-04,Damaged,2874.04,4
RET0003114,ORD0012377,USR01666,2026-03-18,Wrong item,1709.5,5
RET0003115,ORD0012384,USR01668,2025-12-16,Wrong item,3943.9,2
RET0003116,ORD0012388,USR01668,2025-10-21,Changed mind,5963.17,7
RET0003117,ORD0012389,USR01668,2025-10-26,Damaged,3464.08,6
RET0003118,ORD0012392,USR01669,2026-01-07,Changed mind,1501.66,9
RET0003119,ORD0012393,USR01669,2026-02-05,Damaged,7032.41,9
RET0003120,ORD0012394,USR01670,2026-03-28,Damaged,1562.79,3
RET0003121,ORD0012399,USR01670,2026-01-13,Damaged,9127.09,8
RET0003122,ORD0012400,USR01670,2025-10-05,Wrong item,1599.7,5
RET0003123,ORD0012401,USR01670,2026-02-23,Damaged,3411.61,3
RET0003124,ORD0012412,USR01671,2026-03-14,Damaged,506.67,2
RET0003125,ORD0012415,USR01672,2026-03-12,Damaged,6419.62,1
RET0003126,ORD0012418,USR01672,2025-11-15,Damaged,4283.57,5
RET0003127,ORD0012426,USR01672,2026-02-26,Wrong item,854.09,1
RET0003128,ORD0012431,USR01674,2025-10-05,Wrong item,8664.93,3
RET0003129,ORD0012433,USR01674,2025-12-07,Damaged,8220.19,4
RET0003130,ORD0012435,USR01674,2025-10-30,Damaged,8940.85,8
RET0003131,ORD0012437,USR01674,2025-12-18,Changed mind,4398.05,4
RET0003132,ORD0012442,USR01674,2025-11-06,Changed mind,4648.35,7
RET0003133,ORD0012446,USR01675,2026-03-23,Damaged,3046.45,8
RET0003134,ORD0012459,USR01677,2025-11-26,Changed mind,1619.07,5
RET0003135,ORD0012461,USR01678,2025-11-24,Changed mind,3258.93,6
RET0003136,ORD0012463,USR01679,2025-10-27,Changed mind,7557.02,9
RET0003137,ORD0012464,USR01679,2026-03-15,Damaged,600.25,5
RET0003138,ORD0012466,USR01679,2025-10-03,Changed mind,6525.95,2
RET0003139,ORD0012467,USR01679,2025-10-26,Damaged,1178.19,2
RET0003140,ORD0012472,USR01680,2026-01-05,Changed mind,524.98,9
RET0003141,ORD0012473,USR01680,2025-11-20,Wrong item,6810.73,4
RET0003142,ORD0012477,USR01680,2025-11-19,Damaged,6650.9,7
RET0003143,ORD0012481,USR01680,2026-03-08,Wrong item,5020.31,6
RET0003144,ORD0012482,USR01681,2026-03-26,Changed mind,172.64,8
RET0003145,ORD0012487,USR01683,2026-01-07,Damaged,4250.83,4
RET0003146,ORD0012502,USR01684,2026-03-28,Damaged,7302.27,6
RET0003147,ORD0012504,USR01684,2025-11-28,Damaged,5337.35,8
RET0003148,ORD0012509,USR01684,2025-10-25,Changed mind,8425.09,5
RET0003149,ORD0012510,USR01684,2025-11-12,Changed mind,4271.09,4
RET0003150,ORD0012524,USR01686,2026-02-22,Damaged,4726.56,2
RET0003151,ORD0012530,USR01687,2025-12-23,Changed mind,3556.03,4
RET0003152,ORD0012532,USR01687,2026-01-12,Changed mind,837.34,4
RET0003153,ORD0012539,USR01688,2025-11-15,Changed mind,108.41,3
RET0003154,ORD0012541,USR01688,2025-11-13,Wrong item,9579.15,3
RET0003155,ORD0012543,USR01688,2026-01-03,Changed mind,1669.8,1
RET0003156,ORD0012549,USR01689,2025-10-12,Damaged,500.35,6
RET0003157,ORD0012552,USR01689,2025-11-26,Changed mind,7059.76,1
RET0003158,ORD0012554,USR01690,2026-02-03,Damaged,6460.97,8
RET0003159,ORD0012555,USR01690,2025-12-09,Changed mind,2975.82,2
RET0003160,ORD0012559,USR01690,2026-02-04,Changed mind,4343.67,7
RET0003161,ORD0012569,USR01692,2026-01-12,Changed mind,591.38,5
RET0003162,ORD0012570,USR01692,2026-02-20,Damaged,746.19,5
RET0003163,ORD0012581,USR01693,2026-02-01,Changed mind,9165.82,7
RET0003164,ORD0012584,USR01693,2026-01-30,Wrong item,1001.19,9
RET0003165,ORD0012593,USR01694,2025-12-23,Wrong item,7006.28,7
RET0003166,ORD0012595,USR01695,2025-11-21,Wrong item,3957.72,4
RET0003167,ORD0012598,USR01695,2026-03-01,Changed mind,6009.82,1
RET0003168,ORD0012604,USR01696,2026-03-05,Damaged,8871.58,1
RET0003169,ORD0012605,USR01696,2025-11-10,Wrong item,6021.52,8
RET0003170,ORD0012606,USR01696,2026-01-08,Wrong item,5027.48,4
RET0003171,ORD0012607,USR01697,2025-12-19,Wrong item,9105.28,7
RET0003172,ORD0012614,USR01698,2026-01-28,Wrong item,6870.77,8
RET0003173,ORD0012615,USR01698,2026-02-26,Damaged,3381.24,5
RET0003174,ORD0012617,USR01698,2025-12-02,Changed mind,7810.75,1
RET0003175,ORD0012623,USR01699,2026-01-27,Wrong item,8169.91,3
RET0003176,ORD0012629,USR01700,2025-12-10,Damaged,2772.59,5
RET0003177,ORD0012636,USR01701,2026-01-07,Changed mind,1431.57,3
RET0003178,ORD0012640,USR01702,2026-03-02,Damaged,3329.51,6
RET0003179,ORD0012645,USR01702,2026-03-29,Changed mind,196.37,8
RET0003180,ORD0012649,USR01702,2025-10-19,Damaged,6309.5,3
RET0003181,ORD0012650,USR01702,2025-12-07,Wrong item,8821.11,5
RET0003182,ORD0012653,USR01703,2025-12-01,Changed mind,8251.4,1
RET0003183,ORD0012656,USR01703,2026-01-22,Changed mind,5278.43,5
RET0003184,ORD0012660,USR01704,2026-03-06,Damaged,8472.5,4
RET0003185,ORD0012665,USR01704,2025-10-23,Damaged,6051.3,2
RET0003186,ORD0012666,USR01704,2025-12-17,Wrong item,3270.16,4
RET0003187,ORD0012668,USR01704,2026-03-22,Damaged,1099.54,7
RET0003188,ORD0012671,USR01704,2026-02-23,Changed mind,3327.92,6
RET0003189,ORD0012672,USR01704,2025-11-08,Wrong item,1409.73,8
RET0003190,ORD0012676,USR01705,2026-03-06,Wrong item,6364.76,7
RET0003191,ORD0012689,USR01706,2025-11-18,Wrong item,2247.22,7
RET0003192,ORD0012690,USR01706,2025-10-29,Wrong item,2238.8,5
RET0003193,ORD0012696,USR01706,2026-01-09,Wrong item,7762.18,2
RET0003194,ORD0012697,USR01707,2025-10-22,Damaged,6061.78,5
RET0003195,ORD0012701,USR01708,2026-02-11,Changed mind,7982.5,1
RET0003196,ORD0012709,USR01709,2025-10-20,Wrong item,4961.23,1
RET0003197,ORD0012724,USR01711,2026-03-12,Wrong item,6509.64,5
RET0003198,ORD0012728,USR01712,2026-03-21,Wrong item,6409.47,4
RET0003199,ORD0012730,USR01712,2026-03-26,Damaged,1429.31,2
RET0003200,ORD0012731,USR01712,2025-12-26,Wrong item,8609.96,5
RET0003201,ORD0012733,USR01712,2025-12-27,Wrong item,8325.38,2
RET0003202,ORD0012735,USR01712,2025-10-31,Changed mind,7696.16,6
RET0003203,ORD0012745,USR01714,2026-02-16,Changed mind,3829.3,7
RET0003204,ORD0012746,USR01714,2026-02-26,Damaged,5966.04,5
RET0003205,ORD0012747,USR01714,2026-02-21,Changed mind,4608.14,8
RET0003206,ORD0012751,USR01714,2026-03-07,Damaged,3703.78,3
RET0003207,ORD0012759,USR01715,2026-02-07,Wrong item,6747.93,3
RET0003208,ORD0012760,USR01715,2025-12-10,Changed mind,9805.75,1
RET0003209,ORD0012764,USR01716,2025-10-17,Wrong item,6841.68,1
RET0003210,ORD0012773,USR01716,2026-03-09,Wrong item,9476.48,9
RET0003211,ORD0012775,USR01717,2026-01-17,Damaged,7764.25,1
RET0003212,ORD0012777,USR01717,2026-02-17,Wrong item,7019.43,5
RET0003213,ORD0012781,USR01718,2025-12-01,Changed mind,9206.82,8
RET0003214,ORD0012789,USR01719,2026-01-25,Changed mind,9659.19,1
RET0003215,ORD0012790,USR01719,2026-02-02,Wrong item,5045.4,8
RET0003216,ORD0012792,USR01719,2025-12-13,Changed mind,8543.07,3
RET0003217,ORD0012795,USR01719,2026-01-26,Damaged,354.27,4
RET0003218,ORD0012796,USR01719,2026-02-14,Changed mind,6056.7,3
RET0003219,ORD0012801,USR01720,2026-03-12,Changed mind,101.24,9
RET0003220,ORD0012808,USR01721,2026-02-15,Changed mind,6748.9,5
RET0003221,ORD0012816,USR01722,2026-03-10,Wrong item,1180.3,8
RET0003222,ORD0012832,USR01723,2025-10-25,Wrong item,2555.81,1
RET0003223,ORD0012842,USR01724,2025-12-09,Wrong item,1255.35,5
RET0003224,ORD0012843,USR01724,2025-11-02,Wrong item,6529.85,4
RET0003225,ORD0012844,USR01725,2025-12-28,Changed mind,7954.26,9
RET0003226,ORD0012848,USR01725,2026-03-27,Changed mind,5050.71,4
RET0003227,ORD0012851,USR01725,2025-11-06,Damaged,9168.65,9
RET0003228,ORD0012852,USR01725,2025-10-21,Wrong item,6163.02,1
RET0003229,ORD0012855,USR01725,2025-11-11,Wrong item,7983.92,5
RET0003230,ORD0012857,USR01725,2025-12-10,Changed mind,3171.08,5
RET0003231,ORD0012866,USR01726,2026-01-17,Wrong item,682.83,1
RET0003232,ORD0012868,USR01726,2026-01-09,Changed mind,8760.11,4
RET0003233,ORD0012869,USR01726,2025-12-21,Damaged,1678.04,2
